Server Name 	Install Server 	Contract 
li19miauth203.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk06.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk12.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19www12108vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19mopub204.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09www12004.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10ipstweb01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19agwlogstash02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12015vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09dkzaaiqxio003vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10mq16vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19cix02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19www12110vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12006vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09masterapp12001vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10dc09.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dc08.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mcq15.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10dc06.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12001.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10infonetus01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12002.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mxs01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09intra12109vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10gie03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ipsib3vm.w10	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09dcj04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10mqb2v05vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10eai23.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12006vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10q0303.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30ipsib1vm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19indexer11.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li30ipsic3vm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10eai31.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30ipsp2tlvm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09ibw03.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10app12007vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dkiqxio003vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30bvisdocker01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10bvish5275vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12014vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12012vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09app12119vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09mq05vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt19dkaqasr02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cddynatag04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12117vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
ltdbipalm01vm.bmwgroup.net	              ltinst02	IAAS_NTT_LI-UX_SRV
ltdbipalm02vm.bmwgroup.net	              ltinst02	IAAS_NTT_LI-UX_SRV
lt09app12110vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li34ipstw12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dc01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19intratric12103vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09lsa12vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19dkaqasr05.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lippsmw02.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09ipsq02vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12109vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30intra12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fssplessh03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19syslog02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10ipsc12avm.w10.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10eai35.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30www12001.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19dkaqasr06.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10aemv65pub01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12111vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19hrportalcnelastic04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12118vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10xensor09.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq114vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lthhe03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12106vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk05.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12119vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09mq06vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10dkekan10vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19agwkafka01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19agwapim01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10logstash2vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19agweskibana01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10cdapicass13.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09hrportalzaelastic04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12136vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12155vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12149vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12128vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12103vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12113vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq20vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12112vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12126vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li34app12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12133vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12111vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30qaro12vm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19vcdasbcapp001.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09intra12103vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10mq20vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12119vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12128vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19vcdasbcweb002.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt30intra12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09ipso13vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12114vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq24vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09intra12103vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10cmtb01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12121vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12141vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19wenagchinadz3.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12129vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12108vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09app12110vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19dynatag10.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12127vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12128vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq23vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12107vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dkracktrak.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19szmq04vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li30app12116vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li34hhi03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19agwkafka01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12139vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19wwwtric12101vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10j2q01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12116vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
ltlssptest22.bmwgroup.net	              lpinstlab3	IAAS_NTT_LI-UX_SRV
lt10fed02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
liitavmwlssp153.bmwgroup.net	              lpinstlab3	IAAS_NTT_LI-UX_SRV
li19mipub03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cncd01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09mq04vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk11.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10dkfssplslog01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10vcdasbcweb002.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19eai436.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10aemv2pub1.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq15vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq09vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12126vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09dkzaaiqxio002vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10cddynatsaasag01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ipsic2vm.w10	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12004.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09www12002.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10www12003.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09masterapp12002vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19bp02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10zxq03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12006vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10dc07.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19dynatag04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19vcdidsweb667.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10mqb2v06vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19dcmuat02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19mq114vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10szmq01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19crmtomat03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12102vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19b2vdbs04.cn.sub	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10dkaiqxiolab002vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09ibw04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10b2vdbs05.w10	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10j2d03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12111vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12121vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30ipst12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fjd04.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30yxq04.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19www12006.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
ltechop2vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li30app12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12111vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12116vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12102vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10app30006.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app30004.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app30005.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12146vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fssplidx02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12128vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ipsc12avm.w10.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10met02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq50vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10dc04vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30www12002.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10ipsp12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ipso13vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10aemv65auth01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fssplmgt02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
ltdkpaw005vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mei02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12139vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12117vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10dynatsaasag01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12140vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12109vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12127vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12101vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt19xen32.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt30ipsp13vm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app30001.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
ltdkpaw006vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12156vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12138vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12114vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12116vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12124vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12113vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12102vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10eai29.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12117vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12167vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12168vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10hrprtam04.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19mqb2v05vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12113vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cdapicass13.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12109vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19intra12108vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li30app12103vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12101vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cdapicass16.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12122vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12133vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12134vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12144vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mfte01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10fs301.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12108vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10spab12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19cm01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq27vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19ds01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10dkracktrak.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10cdapicass15.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10szmq04vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq22vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12114vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12113vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10eai26.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19agwlogstash01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09app12118vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq07vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
liitavmwlssp154.bmwgroup.net	              lpinstlab3	IAAS_NTT_LI-UX_SRV
liitavmwlssp152.bmwgroup.net	              lpinstlab3	IAAS_NTT_LI-UX_SRV
lisolr6.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ysi01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19rrcntest01vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10sapwd02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10pamp15vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq02vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30ipsp3tlvm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19pgd00965vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12004vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19moauth202.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12160vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dkaiqs002vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10vcdasbcweb001.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dkaiqs003vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09logstash1vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10aemv2auth1.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09intra12003vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12005vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09intra12004vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19cncd00.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12002vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq10vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19cii02.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12005vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09dkzaaiqxio001vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12002vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19www12003.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10j2q03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lilogstash1vm.bmwgroup.net	              liinst02	IAAS_NTT_LI-UX_SRV
li10mcq17.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ksq09.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10zxs01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30ksip12vm.w30.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq11vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10sprintpandoraws2.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09logstash2vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
